지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
185,고산,9/1/2019 19:00,19.7,0.7,4.6,99
185,고산,9/1/2019 20:00,20.5,1.4,3.3,100
185,고산,9/1/2019 21:00,21,0.4,3.2,100
185,고산,9/1/2019 22:00,21.1,2.7,2.5,100
185,고산,9/1/2019 23:00,21.5,1.1,2.4,100
185,고산,9/2/2019 0:00,21.7,1.8,2.7,100
185,고산,9/2/2019 1:00,21.3,1.6,2.9,100
185,고산,9/2/2019 2:00,22,0.6,0.9,100
185,고산,9/2/2019 3:00,23.2,,2.9,98
185,고산,9/2/2019 4:00,22.5,,2.4,97
185,고산,9/2/2019 5:00,23.2,0.4,2.7,95
185,고산,9/2/2019 6:00,22.5,9.4,5.3,100
185,고산,9/2/2019 7:00,23.2,2.8,5,100
185,고산,9/2/2019 8:00,21.9,30.8,12.6,100
185,고산,9/2/2019 9:00,22.7,5.4,3.4,100
185,고산,9/2/2019 10:00,25.3,,4.1,91
185,고산,9/2/2019 11:00,26.6,,1.6,89
185,고산,9/2/2019 12:00,26.6,,1.8,88
185,고산,9/2/2019 13:00,25.9,,2.4,92
185,고산,9/2/2019 14:00,27.4,,2.7,92
185,고산,9/2/2019 15:00,26.9,,5.8,93
185,고산,9/2/2019 16:00,26.8,,6.5,93
185,고산,9/2/2019 17:00,26.7,,5.1,92
185,고산,9/2/2019 18:00,26.3,,3.8,94
185,고산,9/2/2019 19:00,25.9,,3.7,97
185,고산,9/2/2019 20:00,25.6,,2.2,98
185,고산,9/2/2019 21:00,25.4,,3.2,100
185,고산,9/2/2019 22:00,25.4,,2.9,100
185,고산,9/2/2019 23:00,25.3,0.7,2.9,100
185,고산,9/3/2019 0:00,25.1,,2.1,100
185,고산,9/3/2019 1:00,24.7,2.2,2.4,100
185,고산,9/3/2019 2:00,24.7,,2.6,100
185,고산,9/3/2019 3:00,24.7,,2.9,100
185,고산,9/3/2019 4:00,22.7,3.2,11.5,100
185,고산,9/3/2019 5:00,22.4,12.8,2.3,100
185,고산,9/3/2019 6:00,22.7,0.8,0.9,100
185,고산,9/3/2019 7:00,23.4,2.6,5.7,100
185,고산,9/3/2019 8:00,23.1,4.9,3.6,100
185,고산,9/3/2019 9:00,24.2,,1.4,100
185,고산,9/3/2019 10:00,23.7,0.2,3.5,100
185,고산,9/3/2019 11:00,24.2,1,4.3,100
185,고산,9/3/2019 12:00,26.5,,2.2,93
185,고산,9/3/2019 13:00,26.3,,1.6,95
185,고산,9/3/2019 14:00,27.4,,1.5,93
185,고산,9/3/2019 15:00,26.3,0.1,1.6,97
185,고산,9/3/2019 16:00,25,4.6,2.1,100
185,고산,9/3/2019 17:00,24.9,6.9,2.5,99
185,고산,9/3/2019 18:00,24.4,,3.6,100
185,고산,9/3/2019 19:00,24.3,,3.2,100
185,고산,9/3/2019 20:00,24.4,,2.9,100
185,고산,9/3/2019 21:00,24.8,,2.4,100
185,고산,9/3/2019 22:00,25,,3.6,99
185,고산,9/3/2019 23:00,25,,5.1,98
185,고산,9/4/2019 0:00,25,,5,98
185,고산,9/4/2019 1:00,24.7,1.7,4.1,100
185,고산,9/4/2019 2:00,25,,5.2,99
185,고산,9/4/2019 3:00,24.9,,4.6,99
185,고산,9/4/2019 4:00,24.9,,5,99
185,고산,9/4/2019 5:00,24.9,,4.5,100
185,고산,9/4/2019 6:00,24.7,0.5,2.8,100
185,고산,9/4/2019 7:00,24.2,3.2,2,100
185,고산,9/4/2019 8:00,22.6,32.6,3.1,100
185,고산,9/4/2019 9:00,22.4,27.7,5.5,100
185,고산,9/4/2019 10:00,23.8,0.2,4.7,100
185,고산,9/4/2019 11:00,23.5,,6.1,98
185,고산,9/4/2019 12:00,23.6,1.2,6,100
185,고산,9/4/2019 13:00,23.6,0.4,6.8,100
185,고산,9/4/2019 14:00,22.9,0.4,7.4,100
185,고산,9/4/2019 15:00,23.6,0,5.3,94
185,고산,9/4/2019 16:00,25.3,,5.3,91
185,고산,9/4/2019 17:00,25.7,,4.9,86
185,고산,9/4/2019 18:00,25.3,,4.9,86
185,고산,9/4/2019 19:00,24.4,,4.4,89
185,고산,9/4/2019 20:00,24.2,,2.9,87
185,고산,9/4/2019 21:00,24.2,,2.9,88
185,고산,9/4/2019 22:00,24.5,,4.5,93
185,고산,9/4/2019 23:00,25.4,,5,94
185,고산,9/5/2019 0:00,25.2,,4.4,97
185,고산,9/5/2019 1:00,25.2,,3.2,98
185,고산,9/5/2019 2:00,24.9,,3.6,99
185,고산,9/5/2019 3:00,25.1,,3.9,97
185,고산,9/5/2019 4:00,25.3,,3.1,98
185,고산,9/5/2019 5:00,25.1,,3.5,99
185,고산,9/5/2019 6:00,25.4,,4.4,98
185,고산,9/5/2019 7:00,25.2,,6.4,97
185,고산,9/5/2019 8:00,25.9,,5.1,93
185,고산,9/5/2019 9:00,25.4,,5.5,93
185,고산,9/5/2019 10:00,26.9,,6.8,90
185,고산,9/5/2019 11:00,27.4,0,4.5,89
185,고산,9/5/2019 12:00,27.7,,5.2,90
185,고산,9/5/2019 13:00,28.5,,5.2,89
185,고산,9/5/2019 14:00,28.3,,4.9,89
185,고산,9/5/2019 15:00,28.9,,5.8,87
185,고산,9/5/2019 16:00,29,,5.4,86
185,고산,9/5/2019 17:00,27.6,,6,90
185,고산,9/5/2019 18:00,27.1,,3.9,92
185,고산,9/5/2019 19:00,26.5,,5.2,94
185,고산,9/5/2019 20:00,25.6,,3.6,95
185,고산,9/5/2019 21:00,25.8,,4.2,96
185,고산,9/5/2019 22:00,25.6,,3.8,99
185,고산,9/5/2019 23:00,25.6,,3.6,94
185,고산,9/6/2019 0:00,25.2,,3.4,94
185,고산,9/6/2019 1:00,25.3,,3.5,97
185,고산,9/6/2019 2:00,26.1,,4.7,96
185,고산,9/6/2019 3:00,26.2,,5.2,95
185,고산,9/6/2019 4:00,26.4,,5.2,91
185,고산,9/6/2019 5:00,26.5,,4.8,87
185,고산,9/6/2019 6:00,26.5,,4.9,87
185,고산,9/6/2019 7:00,26.9,,6,90
185,고산,9/6/2019 8:00,27.2,,6.2,89
185,고산,9/6/2019 9:00,27.5,,7.1,87
185,고산,9/6/2019 10:00,27.3,,6.7,88
185,고산,9/6/2019 11:00,27,,6.2,90
185,고산,9/6/2019 12:00,25.9,1.6,5.5,99
185,고산,9/6/2019 13:00,26.1,0.4,6.9,99
185,고산,9/6/2019 14:00,26.1,0.6,7.4,97
185,고산,9/6/2019 15:00,26,0.9,8.3,96
185,고산,9/6/2019 16:00,25.8,0.3,10.9,98
185,고산,9/6/2019 17:00,25,2.7,13.3,99
185,고산,9/6/2019 18:00,24.9,8.1,10.6,99
185,고산,9/6/2019 19:00,25.2,1.5,11.1,100
185,고산,9/6/2019 20:00,26.1,0.6,15.9,94
185,고산,9/6/2019 21:00,25.3,4.9,15.9,100
185,고산,9/6/2019 22:00,25.9,6.7,15.3,99
185,고산,9/6/2019 23:00,26.4,2,16.5,97
185,고산,9/7/2019 0:00,25.8,5.8,19.1,100
185,고산,9/7/2019 1:00,26.1,2.1,20.3,100
185,고산,9/7/2019 2:00,26.1,2,22.6,100
185,고산,9/7/2019 3:00,26.2,0.2,26.1,99
185,고산,9/7/2019 4:00,26.1,0,25,97
185,고산,9/7/2019 5:00,25.8,0,21.6,97
185,고산,9/7/2019 6:00,25.2,0,18.2,99
185,고산,9/7/2019 7:00,24.8,0,15.4,100
185,고산,9/7/2019 8:00,25.1,0,15.5,97
185,고산,9/7/2019 9:00,25.2,0,13.5,96
185,고산,9/7/2019 10:00,25.2,0,12,96
185,고산,9/7/2019 11:00,25.3,0,11.3,97
185,고산,9/7/2019 12:00,25.2,0,11.9,96
185,고산,9/7/2019 13:00,25.4,0,9.1,95
185,고산,9/7/2019 14:00,25.7,,7.3,96
185,고산,9/7/2019 15:00,26.2,,6.7,93
185,고산,9/7/2019 16:00,25.3,,6.2,96
185,고산,9/7/2019 17:00,25.2,,4.8,96
185,고산,9/7/2019 18:00,25,0,4.6,97
185,고산,9/7/2019 19:00,24.7,0,3.4,99
185,고산,9/7/2019 20:00,24.8,0,3.5,97
185,고산,9/7/2019 21:00,24.7,,3.9,98
185,고산,9/7/2019 22:00,24.7,,2.8,98
185,고산,9/7/2019 23:00,24.6,,2,99
185,고산,9/8/2019 0:00,24.5,,1.9,99
185,고산,9/8/2019 1:00,24.4,,2.6,99
185,고산,9/8/2019 2:00,24,,1.7,99
185,고산,9/8/2019 3:00,23.5,,1.8,100
185,고산,9/8/2019 4:00,23.5,,1.6,100
185,고산,9/8/2019 5:00,23.2,,2.5,100
185,고산,9/8/2019 6:00,23.2,,2.7,100
185,고산,9/8/2019 7:00,24,,2.5,96
185,고산,9/8/2019 8:00,24.1,0,2.4,93
185,고산,9/8/2019 9:00,25.3,0,0.6,91
185,고산,9/8/2019 10:00,24.6,0.5,1.5,98
185,고산,9/8/2019 11:00,25.1,0.3,3.4,99
185,고산,9/8/2019 12:00,26.2,0.1,4,91
185,고산,9/8/2019 13:00,26.6,0,3.9,88
185,고산,9/8/2019 14:00,26.4,,2.8,82
185,고산,9/8/2019 15:00,24.1,2.9,1.6,99
185,고산,9/8/2019 16:00,23.5,5.6,3.2,100
185,고산,9/8/2019 17:00,23.6,0.9,3.6,100
185,고산,9/8/2019 18:00,23.4,0.4,4.9,100
185,고산,9/8/2019 19:00,23.3,,4.4,100
185,고산,9/8/2019 20:00,23.2,,4.6,99
185,고산,9/8/2019 21:00,23.3,0.3,3.3,100
185,고산,9/8/2019 22:00,23.5,1.7,2.9,100
185,고산,9/8/2019 23:00,23.5,2.9,4.1,100
185,고산,9/9/2019 0:00,23.4,0.7,4.7,100
185,고산,9/9/2019 1:00,23.6,5.2,4.1,100
185,고산,9/9/2019 2:00,23.7,4.2,5.3,100
185,고산,9/9/2019 3:00,25.3,2.9,5.3,100
185,고산,9/9/2019 4:00,24.7,12.9,6.8,100
185,고산,9/9/2019 5:00,25.2,7.5,4.9,100
185,고산,9/9/2019 6:00,24.7,2,2.5,100
185,고산,9/9/2019 7:00,25.2,8.2,3.3,100
185,고산,9/9/2019 8:00,25.3,16.1,5.8,100
185,고산,9/9/2019 9:00,27,2,7.6,100
185,고산,9/9/2019 10:00,28.3,0.1,7.9,92
185,고산,9/9/2019 11:00,29.5,0.1,7.5,85
185,고산,9/9/2019 12:00,28,0,7.6,88
185,고산,9/9/2019 13:00,25.8,0.9,5.4,100
185,고산,9/9/2019 14:00,25.8,0.8,4.1,100
185,고산,9/9/2019 15:00,26.5,,6.9,95
185,고산,9/9/2019 16:00,26,,7.9,98
185,고산,9/9/2019 17:00,26,,7.7,98
185,고산,9/9/2019 18:00,25.7,,8.8,97
185,고산,9/9/2019 19:00,25.5,,8.8,98
185,고산,9/9/2019 20:00,25.6,,9.3,97
185,고산,9/9/2019 21:00,25.4,,8.9,98
185,고산,9/9/2019 22:00,25.2,,8,99
185,고산,9/9/2019 23:00,25.2,,8.2,98
185,고산,9/10/2019 0:00,25.1,,8,96
185,고산,9/10/2019 1:00,24.9,,8.1,96
185,고산,9/10/2019 2:00,24.7,,7.4,96
185,고산,9/10/2019 3:00,24.9,,7.2,96
185,고산,9/10/2019 4:00,24.9,,7.1,97
185,고산,9/10/2019 5:00,25,,7.2,98
185,고산,9/10/2019 6:00,25,,6.9,99
185,고산,9/10/2019 7:00,25.2,,6.7,99
185,고산,9/10/2019 8:00,25.9,,6.8,97
185,고산,9/10/2019 9:00,26.6,,7.4,94
185,고산,9/10/2019 10:00,27,,7.1,92
185,고산,9/10/2019 11:00,27.4,,6.5,90
185,고산,9/10/2019 12:00,27.8,,6.6,88
185,고산,9/10/2019 13:00,28.3,,5.4,84
185,고산,9/10/2019 14:00,28.1,,5.5,84
185,고산,9/10/2019 15:00,27.6,,5.2,91
185,고산,9/10/2019 16:00,27.1,,3.9,88
185,고산,9/10/2019 17:00,27.2,0,4,86
185,고산,9/10/2019 18:00,26.6,0,5.6,92
185,고산,9/10/2019 19:00,26.2,,4.2,93
185,고산,9/10/2019 20:00,26,,3.9,95
185,고산,9/10/2019 21:00,25.8,,3,90
185,고산,9/10/2019 22:00,25.5,,3.1,84
185,고산,9/10/2019 23:00,25.6,,3.4,88
185,고산,9/11/2019 0:00,25.5,,3.4,94
185,고산,9/11/2019 1:00,26.1,,3.8,96
185,고산,9/11/2019 2:00,26.2,,3.9,98
185,고산,9/11/2019 3:00,26.1,,4.4,99
185,고산,9/11/2019 4:00,26.1,,4.9,100
185,고산,9/11/2019 5:00,26.2,,4.6,100
185,고산,9/11/2019 6:00,26,1.2,5.7,100
185,고산,9/11/2019 7:00,24.2,0,6.5,100
185,고산,9/11/2019 8:00,25.4,,4.5,100
185,고산,9/11/2019 9:00,25.9,,4.1,94
185,고산,9/11/2019 10:00,27.1,,3.5,84
185,고산,9/11/2019 11:00,27.1,,3.9,88
185,고산,9/11/2019 12:00,27.6,,4.2,87
185,고산,9/11/2019 13:00,27.1,,5.4,90
185,고산,9/11/2019 14:00,27.8,,6.6,87
185,고산,9/11/2019 15:00,27.2,,6.1,88
185,고산,9/11/2019 16:00,26.4,,6.7,89
185,고산,9/11/2019 17:00,25.2,,5.3,93
185,고산,9/11/2019 18:00,24.7,,4.6,95
185,고산,9/11/2019 19:00,24.1,,5.8,97
185,고산,9/11/2019 20:00,23.9,,6.9,99
185,고산,9/11/2019 21:00,23.6,,6.3,100
185,고산,9/11/2019 22:00,23.1,,6,100
185,고산,9/11/2019 23:00,23.1,,4.9,98
185,고산,9/12/2019 0:00,23.1,,4.3,99
185,고산,9/12/2019 1:00,23.3,,2.9,99
185,고산,9/12/2019 2:00,23.7,,3.4,98
185,고산,9/12/2019 3:00,23.9,,2.5,99
185,고산,9/12/2019 4:00,24.2,,3.5,99
185,고산,9/12/2019 5:00,24,,2.4,99
185,고산,9/12/2019 6:00,23.9,,2.3,100
185,고산,9/12/2019 7:00,24,,0.8,98
185,고산,9/12/2019 8:00,25.1,,0.5,92
185,고산,9/12/2019 9:00,26.5,,1.4,89
185,고산,9/12/2019 10:00,27.2,,2.4,88
185,고산,9/12/2019 11:00,26.2,,2.7,89
185,고산,9/12/2019 12:00,29.1,,3.8,83
185,고산,9/12/2019 13:00,27.8,,2.7,79
185,고산,9/12/2019 14:00,27.8,,4.1,81
185,고산,9/12/2019 15:00,27.4,,1.6,82
185,고산,9/12/2019 16:00,28,,2.3,77
185,고산,9/12/2019 17:00,28.1,,2.6,77
185,고산,9/12/2019 18:00,25.2,,1.6,84
185,고산,9/12/2019 19:00,24.2,,2,87
185,고산,9/12/2019 20:00,23.6,,2.6,87
185,고산,9/12/2019 21:00,23.2,,1.3,91
185,고산,9/12/2019 22:00,22.9,,1.1,88
185,고산,9/12/2019 23:00,22.9,,1.6,89
185,고산,9/13/2019 0:00,22.4,,3.1,89
185,고산,9/13/2019 1:00,22.1,,1.7,89
185,고산,9/13/2019 2:00,22.8,,3.7,91
185,고산,9/13/2019 3:00,21.5,,1.2,95
185,고산,9/13/2019 4:00,21.4,,2.6,97
185,고산,9/13/2019 5:00,20.8,,3.4,98
185,고산,9/13/2019 6:00,21.4,,1.5,98
185,고산,9/13/2019 7:00,22.3,,1.7,90
185,고산,9/13/2019 8:00,23.9,,0.7,81
185,고산,9/13/2019 9:00,24.9,,0.9,76
185,고산,9/13/2019 10:00,24.8,,1.7,80
185,고산,9/13/2019 11:00,25.2,,5,81
185,고산,9/13/2019 12:00,25.8,,7.5,78
185,고산,9/13/2019 13:00,26.4,,6.6,77
185,고산,9/13/2019 14:00,27,,5.7,77
185,고산,9/13/2019 15:00,28.6,,5,74
185,고산,9/13/2019 16:00,27,,3,76
185,고산,9/13/2019 17:00,27.1,,3.6,73
185,고산,9/13/2019 18:00,25.1,,5.3,81
185,고산,9/13/2019 19:00,23.9,,5.4,82
185,고산,9/13/2019 20:00,23,,2.4,83
185,고산,9/13/2019 21:00,22.1,,3,89
185,고산,9/13/2019 22:00,23.2,,4.1,86
185,고산,9/13/2019 23:00,21.1,,4.4,79
185,고산,9/14/2019 0:00,23.1,,1,79
185,고산,9/14/2019 1:00,22.6,,6.3,73
185,고산,9/14/2019 2:00,21.1,,5.2,79
185,고산,9/14/2019 3:00,21.1,,4.5,85
185,고산,9/14/2019 4:00,22.6,,4.9,78
185,고산,9/14/2019 5:00,22.3,,6.2,80
185,고산,9/14/2019 6:00,20.3,,4.2,84
185,고산,9/14/2019 7:00,22.3,,4.2,75
185,고산,9/14/2019 8:00,23.6,,3.8,73
185,고산,9/14/2019 9:00,25,,4,71
185,고산,9/14/2019 10:00,25.9,,3.4,72
185,고산,9/14/2019 11:00,24.3,,6.1,77
185,고산,9/14/2019 12:00,24.4,,7.2,79
185,고산,9/14/2019 13:00,24.5,,6.4,76
185,고산,9/14/2019 14:00,24.9,,5.9,73
185,고산,9/14/2019 15:00,25.2,,5.9,69
185,고산,9/14/2019 16:00,24.7,,6,77
185,고산,9/14/2019 17:00,24.5,,5.1,80
185,고산,9/14/2019 18:00,24.1,,5.8,82
185,고산,9/14/2019 19:00,23.7,,4.6,82
185,고산,9/14/2019 20:00,23.8,,5.6,83
185,고산,9/14/2019 21:00,23.8,,5.2,83
185,고산,9/14/2019 22:00,23.8,,5.2,87
185,고산,9/14/2019 23:00,23.4,,4.5,86
185,고산,9/15/2019 0:00,23.1,,3.6,87
185,고산,9/15/2019 1:00,22.8,,4.6,88
185,고산,9/15/2019 2:00,22.9,,4.3,89
185,고산,9/15/2019 3:00,23.3,,6.6,89
185,고산,9/15/2019 4:00,23,,5.7,92
185,고산,9/15/2019 5:00,23.1,,5.5,95
185,고산,9/15/2019 6:00,22.7,,4.8,95
185,고산,9/15/2019 7:00,22.9,,5,95
185,고산,9/15/2019 8:00,23.5,,7.6,93
185,고산,9/15/2019 9:00,24.5,,5.5,89
185,고산,9/15/2019 10:00,25.2,,5.7,85
185,고산,9/15/2019 11:00,24.6,,3.9,90
185,고산,9/15/2019 12:00,24.6,,5.5,89
185,고산,9/15/2019 13:00,25.1,,4.9,91
185,고산,9/15/2019 14:00,25.1,,6.2,88
185,고산,9/15/2019 15:00,24.8,,6.7,89
185,고산,9/15/2019 16:00,24.8,,6.2,90
185,고산,9/15/2019 17:00,24.4,,5,90
185,고산,9/15/2019 18:00,23.8,,5.6,93
185,고산,9/15/2019 19:00,23.5,,5.3,96
185,고산,9/15/2019 20:00,23.4,,4.7,97
185,고산,9/15/2019 21:00,23.4,,5.5,97
185,고산,9/15/2019 22:00,23.4,,5.5,96
185,고산,9/15/2019 23:00,23.5,,5.2,94
185,고산,9/16/2019 0:00,23.4,,6,94
185,고산,9/16/2019 1:00,23.1,,5.2,96
185,고산,9/16/2019 2:00,23.1,,4.6,96
185,고산,9/16/2019 3:00,21.9,,4,93
185,고산,9/16/2019 4:00,22.7,,2.8,93
185,고산,9/16/2019 5:00,22.4,,4.2,92
185,고산,9/16/2019 6:00,22,,4.1,93
185,고산,9/16/2019 7:00,22.9,,4.9,95
185,고산,9/16/2019 8:00,24.2,,5.9,88
185,고산,9/16/2019 9:00,25.2,,5.1,81
185,고산,9/16/2019 10:00,24.5,,6.4,91
185,고산,9/16/2019 11:00,24,,6.3,91
185,고산,9/16/2019 12:00,24.1,,6.5,89
185,고산,9/16/2019 13:00,24.3,,6.1,88
185,고산,9/16/2019 14:00,24.5,,5.9,86
185,고산,9/16/2019 15:00,24.5,,6.2,86
185,고산,9/16/2019 16:00,24.7,,6.5,84
185,고산,9/16/2019 17:00,24,,6.1,84
185,고산,9/16/2019 18:00,23.4,,5.9,91
185,고산,9/16/2019 19:00,23,,5.1,94
185,고산,9/16/2019 20:00,22.9,,4.8,95
185,고산,9/16/2019 21:00,22.9,,3.8,95
185,고산,9/16/2019 22:00,22.9,,4,91
185,고산,9/16/2019 23:00,22.7,,3.2,91
185,고산,9/17/2019 0:00,22.3,,2.7,91
185,고산,9/17/2019 1:00,23.1,,1.6,90
185,고산,9/17/2019 2:00,22.7,,2.6,93
185,고산,9/17/2019 3:00,23,,1.9,92
185,고산,9/17/2019 4:00,22.7,,1.5,90
185,고산,9/17/2019 5:00,22.7,,3.3,80
185,고산,9/17/2019 6:00,22.4,,4.8,78
185,고산,9/17/2019 7:00,22,,5.3,75
185,고산,9/17/2019 8:00,23.2,,7.7,66
185,고산,9/17/2019 9:00,24.1,,5.8,65
185,고산,9/17/2019 10:00,25.6,,3.2,64
185,고산,9/17/2019 11:00,25.9,,3.7,67
185,고산,9/17/2019 12:00,26.7,,5.3,64
185,고산,9/17/2019 13:00,25.4,,3.9,68
185,고산,9/17/2019 14:00,24.8,,7.9,71
185,고산,9/17/2019 15:00,25.4,,5.5,72
185,고산,9/17/2019 16:00,26.7,,4.6,65
185,고산,9/17/2019 17:00,26,,3.2,69
185,고산,9/17/2019 18:00,24.1,,5.5,69
185,고산,9/17/2019 19:00,23.5,,9.8,66
185,고산,9/17/2019 20:00,22.4,,4.9,68
185,고산,9/17/2019 21:00,22.6,,5.8,76
185,고산,9/17/2019 22:00,22.3,,5.9,77
185,고산,9/17/2019 23:00,22.3,,4.7,79
185,고산,9/18/2019 0:00,21.9,,4.4,87
185,고산,9/18/2019 1:00,21.8,,4.8,85
185,고산,9/18/2019 2:00,21.8,,3.9,75
185,고산,9/18/2019 3:00,21.7,,3.1,64
185,고산,9/18/2019 4:00,21.3,,3.4,73
185,고산,9/18/2019 5:00,19.9,,2.4,77
185,고산,9/18/2019 6:00,21.4,,4.3,84
185,고산,9/18/2019 7:00,21.7,,4.8,89
185,고산,9/18/2019 8:00,22.4,,4.6,87
185,고산,9/18/2019 9:00,23.2,,6.2,84
185,고산,9/18/2019 10:00,23.4,,5.5,83
185,고산,9/18/2019 11:00,24,,6.9,76
185,고산,9/18/2019 12:00,23.9,,6.9,81
185,고산,9/18/2019 13:00,24.3,,7.7,79
185,고산,9/18/2019 14:00,24.3,,7.6,83
185,고산,9/18/2019 15:00,23.9,,7.8,83
185,고산,9/18/2019 16:00,23.9,,8.6,80
185,고산,9/18/2019 17:00,23.1,,9.5,83
185,고산,9/18/2019 18:00,22.5,,9.6,82
185,고산,9/18/2019 19:00,21.8,,13.4,83
185,고산,9/18/2019 20:00,21.6,,12,78
185,고산,9/18/2019 21:00,21.3,,10.9,70
185,고산,9/18/2019 22:00,20.4,,9.4,76
185,고산,9/18/2019 23:00,20.1,,8.3,72
185,고산,9/19/2019 0:00,19.6,,5.6,73
185,고산,9/19/2019 1:00,19.4,,7.8,72
185,고산,9/19/2019 2:00,19.5,,7.6,75
185,고산,9/19/2019 3:00,20,,6.5,77
185,고산,9/19/2019 4:00,19.7,,5.5,75
185,고산,9/19/2019 5:00,18.3,,2.8,84
185,고산,9/19/2019 6:00,20.1,,5.4,83
185,고산,9/19/2019 7:00,21.1,,6.2,86
185,고산,9/19/2019 8:00,21.9,,6.2,82
185,고산,9/19/2019 9:00,23.5,,5,82
185,고산,9/19/2019 10:00,23.8,,5.3,76
185,고산,9/19/2019 11:00,25.9,,6.9,65
185,고산,9/19/2019 12:00,25.3,,1.2,67
185,고산,9/19/2019 13:00,25.9,,5.8,55
185,고산,9/19/2019 14:00,25.8,,,56
185,고산,9/19/2019 15:00,26.2,,5.2,49
185,고산,9/19/2019 16:00,25.4,,5.3,50
185,고산,9/19/2019 17:00,24.7,,4.3,52
185,고산,9/19/2019 18:00,23.3,,4.9,60
185,고산,9/19/2019 19:00,21.9,,3,65
185,고산,9/19/2019 20:00,21.5,,3.1,68
185,고산,9/19/2019 21:00,21.5,,5.7,69
185,고산,9/19/2019 22:00,21.6,,5.9,70
185,고산,9/19/2019 23:00,21.1,,3.8,72
185,고산,9/20/2019 0:00,20.8,,4.5,75
185,고산,9/20/2019 1:00,21,,6.9,75
185,고산,9/20/2019 2:00,20.8,,5.8,77
185,고산,9/20/2019 3:00,20.6,,7.6,78
185,고산,9/20/2019 4:00,20.5,,5.8,75
185,고산,9/20/2019 5:00,20.4,,8.1,73
185,고산,9/20/2019 6:00,20.3,,5.6,76
185,고산,9/20/2019 7:00,20.7,,8.6,76
185,고산,9/20/2019 8:00,22.6,,3.9,67
185,고산,9/20/2019 9:00,22.1,,6.5,73
185,고산,9/20/2019 10:00,22.8,,3.9,68
185,고산,9/20/2019 11:00,24.8,,3.2,61
185,고산,9/20/2019 12:00,25.8,,3.8,62
185,고산,9/20/2019 13:00,25.6,,3.7,59
185,고산,9/20/2019 14:00,25,,7.4,72
185,고산,9/20/2019 15:00,25.5,,1.9,69
185,고산,9/20/2019 16:00,24.9,,6.8,68
185,고산,9/20/2019 17:00,24.6,,5.9,68
185,고산,9/20/2019 18:00,23.6,,5.1,72
185,고산,9/20/2019 19:00,23.4,,5.7,72
185,고산,9/20/2019 20:00,22.2,0.3,6.4,82
185,고산,9/20/2019 21:00,22,0,5.7,80
185,고산,9/20/2019 22:00,22.5,,5.7,78
185,고산,9/20/2019 23:00,22.4,,6.8,69
185,고산,9/21/2019 0:00,20.8,0.4,2.3,87
185,고산,9/21/2019 1:00,21.3,0,3.3,88
185,고산,9/21/2019 2:00,21.3,0.2,3.4,85
185,고산,9/21/2019 3:00,20.5,,4.1,85
185,고산,9/21/2019 4:00,21.5,,6.9,77
185,고산,9/21/2019 5:00,21.3,,5,78
185,고산,9/21/2019 6:00,21.5,,7.3,76
185,고산,9/21/2019 7:00,21,0,9.8,80
185,고산,9/21/2019 8:00,20.8,0,10.5,84
185,고산,9/21/2019 9:00,19.4,0.6,11.8,93
185,고산,9/21/2019 10:00,19,6.3,10.7,96
185,고산,9/21/2019 11:00,19.6,0.3,11.4,91
185,고산,9/21/2019 12:00,18.5,6.2,10.1,97
185,고산,9/21/2019 13:00,19.1,1.3,9.1,96
185,고산,9/21/2019 14:00,19.1,0.5,11.4,96
185,고산,9/21/2019 15:00,19.2,4.5,11.7,100
185,고산,9/21/2019 16:00,19,0.9,10,100
185,고산,9/21/2019 17:00,19.2,1.4,13,98
185,고산,9/21/2019 18:00,18.9,1.1,9.4,100
185,고산,9/21/2019 19:00,18.9,0.6,10.4,99
185,고산,9/21/2019 20:00,19,1,12.9,100
185,고산,9/21/2019 21:00,20.1,1.8,11.3,100
185,고산,9/21/2019 22:00,20.8,4.2,7.8,100
185,고산,9/21/2019 23:00,20.9,3.4,7.5,100
185,고산,9/22/2019 0:00,21.1,1.2,8.4,100
185,고산,9/22/2019 1:00,21.3,2.7,7.2,100
185,고산,9/22/2019 2:00,21,3.8,8.8,100
185,고산,9/22/2019 3:00,20.6,6.3,10.4,100
185,고산,9/22/2019 4:00,20.4,9.9,13.3,99
185,고산,9/22/2019 5:00,20.1,4.1,12.4,98
185,고산,9/22/2019 6:00,20,0.2,15.6,96
185,고산,9/22/2019 7:00,20.2,,12.1,95
185,고산,9/22/2019 8:00,20.3,0,18.5,95
185,고산,9/22/2019 9:00,20.1,0.2,11.6,96
185,고산,9/22/2019 10:00,19.8,3,13,98
185,고산,9/22/2019 11:00,19.7,0.2,14,100
185,고산,9/22/2019 12:00,19.5,1.1,19.3,100
185,고산,9/22/2019 13:00,19.7,0.6,20,100
185,고산,9/22/2019 14:00,19.6,1,15.2,98
185,고산,9/22/2019 15:00,20.7,0.3,19.7,88
185,고산,9/22/2019 16:00,20.7,0.2,18.1,89
185,고산,9/22/2019 17:00,21.2,0,16.6,84
185,고산,9/22/2019 18:00,21.5,0.3,14.9,81
185,고산,9/22/2019 19:00,19.4,0,17,96
185,고산,9/22/2019 20:00,21.3,0.2,15.4,80
185,고산,9/22/2019 21:00,21,,17.4,90
185,고산,9/22/2019 22:00,20.7,,17.4,88
185,고산,9/22/2019 23:00,20.5,,16.7,88
185,고산,9/23/2019 0:00,20.5,,13.3,86
185,고산,9/23/2019 1:00,20.4,0,10.1,84
