지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
189,서귀포,9/3/2019 14:00,26.9,0,1.4,99
189,서귀포,9/3/2019 15:00,25.5,0.4,1,99
189,서귀포,9/3/2019 16:00,26,1,1.3,99
189,서귀포,9/3/2019 17:00,26.3,1.4,1.2,99
189,서귀포,9/3/2019 18:00,26.3,,1,99
189,서귀포,9/3/2019 19:00,25.5,,2,99
189,서귀포,9/3/2019 20:00,25.3,,1.7,99
189,서귀포,9/3/2019 21:00,25.4,,1.7,99
189,서귀포,9/3/2019 22:00,25,,1.8,99
189,서귀포,9/3/2019 23:00,24.7,,1.3,99
189,서귀포,9/4/2019 0:00,24.9,,1.6,99
189,서귀포,9/4/2019 1:00,25,,1.3,99
189,서귀포,9/4/2019 2:00,24.9,,1.3,99
189,서귀포,9/4/2019 3:00,25.2,,1,99
189,서귀포,9/4/2019 4:00,25,,1.5,99
189,서귀포,9/4/2019 5:00,25.3,,1.2,99
189,서귀포,9/4/2019 6:00,25,0.1,0.9,99
189,서귀포,9/4/2019 7:00,24.3,0.3,1.4,99
189,서귀포,9/4/2019 8:00,25.4,,0.7,99
189,서귀포,9/4/2019 9:00,24.9,0,2.9,99
189,서귀포,9/4/2019 10:00,23.4,11.5,0.8,99
189,서귀포,9/4/2019 11:00,23.1,10.2,1.3,99
189,서귀포,9/4/2019 12:00,23.7,2.5,1.6,99
189,서귀포,9/4/2019 13:00,22.8,1.9,1,99
189,서귀포,9/4/2019 14:00,22.7,1.5,1.5,99
189,서귀포,9/4/2019 15:00,23.7,0,0.8,99
189,서귀포,9/4/2019 16:00,23.7,0.5,0.7,99
189,서귀포,9/4/2019 17:00,25.7,0.4,0.6,98
189,서귀포,9/4/2019 18:00,25.9,,0.6,98
189,서귀포,9/4/2019 19:00,25.6,,0.6,92
189,서귀포,9/4/2019 20:00,25.4,,0.9,99
189,서귀포,9/4/2019 21:00,25.6,,0.9,99
189,서귀포,9/4/2019 22:00,25.3,,1,99
189,서귀포,9/4/2019 23:00,25.8,,1.1,99
189,서귀포,9/5/2019 0:00,25.8,,1.2,99
189,서귀포,9/5/2019 1:00,25.1,0.1,1.5,99
189,서귀포,9/5/2019 2:00,25.5,,1.4,99
189,서귀포,9/5/2019 3:00,25.3,,1.4,99
189,서귀포,9/5/2019 4:00,25.7,,1.4,99
189,서귀포,9/5/2019 5:00,24.6,0,1.7,99
189,서귀포,9/5/2019 6:00,24.7,,1.6,99
189,서귀포,9/5/2019 7:00,23.9,1.8,0.7,99
189,서귀포,9/5/2019 8:00,24,0.1,1.5,99
189,서귀포,9/5/2019 9:00,27.1,0.2,1.3,99
189,서귀포,9/5/2019 10:00,26.1,3,0.7,99
189,서귀포,9/5/2019 11:00,26.7,0.3,0.8,99
189,서귀포,9/5/2019 12:00,27.6,,0.9,99
189,서귀포,9/5/2019 13:00,27.6,,0.9,99
189,서귀포,9/5/2019 14:00,27.6,,0.3,99
189,서귀포,9/5/2019 15:00,28.5,,1.4,99
189,서귀포,9/5/2019 16:00,27.7,,0.9,99
189,서귀포,9/5/2019 17:00,26.9,0,1.4,99
189,서귀포,9/5/2019 18:00,25.9,1.1,0.8,99
189,서귀포,9/5/2019 19:00,25.7,8.8,1.7,99
189,서귀포,9/5/2019 20:00,25.9,0,1.7,99
189,서귀포,9/5/2019 21:00,25.7,0.3,1.6,99
189,서귀포,9/5/2019 22:00,25.7,,1.6,99
189,서귀포,9/5/2019 23:00,25.9,,1.7,99
189,서귀포,9/6/2019 0:00,26,,1.8,99
189,서귀포,9/6/2019 1:00,25.9,,2.1,99
189,서귀포,9/6/2019 2:00,25.9,,2.1,99
189,서귀포,9/6/2019 3:00,25.8,,2.4,99
189,서귀포,9/6/2019 4:00,26.1,,2.5,99
189,서귀포,9/6/2019 5:00,26.4,,2.5,99
189,서귀포,9/6/2019 6:00,26.1,0,3.5,99
189,서귀포,9/6/2019 7:00,26.5,,2.8,99
189,서귀포,9/6/2019 8:00,26.7,,2.9,99
189,서귀포,9/6/2019 9:00,26.9,,3.3,99
189,서귀포,9/6/2019 10:00,26.9,,2.4,99
189,서귀포,9/6/2019 11:00,26.2,0.5,2.6,99
189,서귀포,9/6/2019 12:00,26.2,1.6,2.7,99
189,서귀포,9/6/2019 13:00,26.5,0.1,3.5,99
189,서귀포,9/6/2019 14:00,26.3,0.7,3.9,99
189,서귀포,9/6/2019 15:00,25.9,0.8,4.6,99
189,서귀포,9/6/2019 16:00,25.4,1.8,4.1,99
189,서귀포,9/6/2019 17:00,25.2,6.2,4.2,99
189,서귀포,9/6/2019 18:00,24.9,17.7,4.1,99
189,서귀포,9/6/2019 19:00,25.8,10.2,3.8,99
189,서귀포,9/6/2019 20:00,25.8,,5.3,99
189,서귀포,9/6/2019 21:00,25.9,0.2,4.7,99
189,서귀포,9/6/2019 22:00,25.6,4,4.1,99
189,서귀포,9/6/2019 23:00,26.6,8.5,3.9,99
189,서귀포,9/7/2019 0:00,26.5,1.8,4,99
189,서귀포,9/7/2019 1:00,26.5,1.7,4.5,99
189,서귀포,9/7/2019 2:00,25.9,1.8,8,99
189,서귀포,9/7/2019 3:00,26.2,1.5,9.7,99
189,서귀포,9/7/2019 4:00,26.3,0,11.5,99
189,서귀포,9/7/2019 5:00,25.4,0.7,10.1,99
189,서귀포,9/7/2019 6:00,25.2,0.2,9.6,99
189,서귀포,9/7/2019 7:00,24.9,0.4,7.8,99
189,서귀포,9/7/2019 8:00,25.1,0.6,8.4,99
189,서귀포,9/7/2019 9:00,25.2,0,7.2,99
189,서귀포,9/7/2019 10:00,25.3,0,7.1,99
189,서귀포,9/7/2019 11:00,25.4,0,5.7,99
189,서귀포,9/7/2019 12:00,25.9,,5.2,99
189,서귀포,9/7/2019 13:00,26.1,,3.9,99
189,서귀포,9/7/2019 14:00,25.9,,4.9,99
189,서귀포,9/7/2019 15:00,25.7,,3.4,99
189,서귀포,9/7/2019 16:00,25.3,,3.8,99
189,서귀포,9/7/2019 17:00,25.3,,2.9,99
189,서귀포,9/7/2019 18:00,24.9,,2.1,99
189,서귀포,9/7/2019 19:00,24.6,,1.2,99
189,서귀포,9/7/2019 20:00,24.4,,1.1,99
189,서귀포,9/7/2019 21:00,24,,0.9,99
189,서귀포,9/7/2019 22:00,23.9,,1.2,99
189,서귀포,9/7/2019 23:00,23.9,,0.6,99
189,서귀포,9/8/2019 0:00,23.7,,0.2,99
189,서귀포,9/8/2019 1:00,23.6,,0.3,99
189,서귀포,9/8/2019 2:00,23,,0.8,99
189,서귀포,9/8/2019 3:00,22.9,,0.9,99
189,서귀포,9/8/2019 4:00,23,,1.2,99
189,서귀포,9/8/2019 5:00,22.9,,1,99
189,서귀포,9/8/2019 6:00,23.1,,0.9,99
189,서귀포,9/8/2019 7:00,23.4,,1.1,99
189,서귀포,9/8/2019 8:00,24.5,0,0.6,99
189,서귀포,9/8/2019 9:00,25.2,,1.2,99
189,서귀포,9/8/2019 10:00,25.8,0,0.7,99
189,서귀포,9/8/2019 11:00,25,0.4,0.7,99
189,서귀포,9/8/2019 12:00,24.1,4.3,1,99
189,서귀포,9/8/2019 13:00,23.9,3,1.9,99
189,서귀포,9/8/2019 14:00,23.3,7.1,1.2,99
189,서귀포,9/8/2019 15:00,23.9,9.6,1.4,99
189,서귀포,9/8/2019 16:00,24.2,5,0.6,99
189,서귀포,9/8/2019 17:00,25.1,0,1.9,99
189,서귀포,9/8/2019 18:00,24.6,0.1,2,99
189,서귀포,9/8/2019 19:00,24.9,,1.6,99
189,서귀포,9/8/2019 20:00,24.3,,2.7,99
189,서귀포,9/8/2019 21:00,24.3,,2.4,99
189,서귀포,9/8/2019 22:00,25.4,,2,99
189,서귀포,9/8/2019 23:00,25.4,0,2.3,99
189,서귀포,9/9/2019 0:00,25.7,,2.6,99
189,서귀포,9/9/2019 1:00,25.4,,3,99
189,서귀포,9/9/2019 2:00,25.6,0,2.6,99
189,서귀포,9/9/2019 3:00,25.5,2.3,3.4,99
189,서귀포,9/9/2019 4:00,25.2,4.7,3.3,99
189,서귀포,9/9/2019 5:00,25.5,5.4,3,99
189,서귀포,9/9/2019 6:00,25.7,3.7,2.9,99
189,서귀포,9/9/2019 7:00,26,0.9,2.8,99
189,서귀포,9/9/2019 8:00,26.1,1.8,2.4,99
189,서귀포,9/9/2019 9:00,26.3,0.5,2.3,99
189,서귀포,9/9/2019 10:00,28.1,,2.4,99
189,서귀포,9/9/2019 11:00,27.4,,3.2,99
189,서귀포,9/9/2019 12:00,26.6,0,2.9,99
189,서귀포,9/9/2019 13:00,26.4,1.4,2.7,99
189,서귀포,9/9/2019 14:00,25.2,0.3,1.6,99
189,서귀포,9/9/2019 15:00,25.2,0.8,1,99
189,서귀포,9/9/2019 16:00,25.9,,2.4,99
189,서귀포,9/9/2019 17:00,25.8,,1.7,99
189,서귀포,9/9/2019 18:00,25.6,,2,99
189,서귀포,9/9/2019 19:00,25.3,0,2.2,99
189,서귀포,9/9/2019 20:00,25.2,0.1,2.1,99
189,서귀포,9/9/2019 21:00,25.3,,2.3,99
189,서귀포,9/9/2019 22:00,25.2,,1.3,99
189,서귀포,9/9/2019 23:00,25,,0.7,99
189,서귀포,9/10/2019 0:00,24.9,,1,99
189,서귀포,9/10/2019 1:00,24.9,,0.5,99
189,서귀포,9/10/2019 2:00,24.7,,0.6,99
189,서귀포,9/10/2019 3:00,24.5,,1,99
189,서귀포,9/10/2019 4:00,24.8,,0.7,99
189,서귀포,9/10/2019 5:00,24.9,,0.7,99
189,서귀포,9/10/2019 6:00,24.7,,0.9,99
189,서귀포,9/10/2019 7:00,24.9,,0.8,99
189,서귀포,9/10/2019 8:00,25.7,,1,99
189,서귀포,9/10/2019 9:00,26.8,,1.6,99
189,서귀포,9/10/2019 10:00,27.2,,2.7,99
189,서귀포,9/10/2019 11:00,27.4,,2.5,99
189,서귀포,9/10/2019 12:00,27.7,,2.5,99
189,서귀포,9/10/2019 13:00,27.8,,2.5,97
189,서귀포,9/10/2019 14:00,28.2,,2.2,99
189,서귀포,9/10/2019 15:00,27.7,,1.7,99
189,서귀포,9/10/2019 16:00,28,,1.3,99
189,서귀포,9/10/2019 17:00,26.7,,0.8,99
189,서귀포,9/10/2019 18:00,26.5,,0.9,99
189,서귀포,9/10/2019 19:00,26.4,,0.4,99
189,서귀포,9/10/2019 20:00,26.6,,0.2,96
189,서귀포,9/10/2019 21:00,26.6,,0.4,96
189,서귀포,9/10/2019 22:00,26.9,,0.2,96
189,서귀포,9/10/2019 23:00,27,,0,99
189,서귀포,9/11/2019 0:00,26.6,,0,99
189,서귀포,9/11/2019 1:00,26.7,,0.7,99
189,서귀포,9/11/2019 2:00,26.5,,0.8,99
189,서귀포,9/11/2019 3:00,26.3,,0.8,99
189,서귀포,9/11/2019 4:00,26.1,,0.8,99
189,서귀포,9/11/2019 5:00,26.4,,0.6,99
189,서귀포,9/11/2019 6:00,26,,1,99
189,서귀포,9/11/2019 7:00,26,,2.3,99
189,서귀포,9/11/2019 8:00,26.1,,1.2,99
189,서귀포,9/11/2019 9:00,27.8,,1.8,99
189,서귀포,9/11/2019 10:00,29,,2.2,96
189,서귀포,9/11/2019 11:00,29.1,,2.1,95
189,서귀포,9/11/2019 12:00,28.8,,1.9,98
189,서귀포,9/11/2019 13:00,28.4,,2.6,99
189,서귀포,9/11/2019 14:00,28.3,,1.8,97
189,서귀포,9/11/2019 15:00,27.8,,0.9,99
189,서귀포,9/11/2019 16:00,27.7,,0.8,99
189,서귀포,9/11/2019 17:00,27.3,,1.3,99
189,서귀포,9/11/2019 18:00,26.9,,1.2,99
189,서귀포,9/11/2019 19:00,26.6,,0.7,99
189,서귀포,9/11/2019 20:00,26.4,,0.8,99
189,서귀포,9/11/2019 21:00,27.3,,0.4,99
189,서귀포,9/11/2019 22:00,26.1,,0.7,99
189,서귀포,9/11/2019 23:00,25.6,,0.3,99
189,서귀포,9/12/2019 0:00,25.4,,0.8,99
189,서귀포,9/12/2019 1:00,25.8,,2,99
189,서귀포,9/12/2019 2:00,25.8,,1.5,99
189,서귀포,9/12/2019 3:00,25.4,,2.1,99
189,서귀포,9/12/2019 4:00,25.2,,1.9,99
189,서귀포,9/12/2019 5:00,25,,1.7,99
189,서귀포,9/12/2019 6:00,25,,2,99
189,서귀포,9/12/2019 7:00,25,,3.5,99
189,서귀포,9/12/2019 8:00,24.7,,2.7,99
189,서귀포,9/12/2019 9:00,25.1,,3.3,99
189,서귀포,9/12/2019 10:00,25.5,,3.2,99
189,서귀포,9/12/2019 11:00,25.3,,3.9,99
189,서귀포,9/12/2019 12:00,26.6,,4.5,98
189,서귀포,9/12/2019 13:00,25.1,0,4.1,99
189,서귀포,9/12/2019 14:00,24.6,0,3.6,99
189,서귀포,9/12/2019 15:00,24.5,0,3.4,99
189,서귀포,9/12/2019 16:00,24.4,,3.2,99
189,서귀포,9/12/2019 17:00,24,,3.3,99
189,서귀포,9/12/2019 18:00,23.6,,3,99
189,서귀포,9/12/2019 19:00,23.2,,3.5,99
189,서귀포,9/12/2019 20:00,23,,3,99
189,서귀포,9/12/2019 21:00,23.1,,2.8,98
189,서귀포,9/12/2019 22:00,22.9,,3.4,98
189,서귀포,9/12/2019 23:00,23,,2.9,98
189,서귀포,9/13/2019 0:00,22.8,,3.2,98
189,서귀포,9/13/2019 1:00,22.5,,3,98
189,서귀포,9/13/2019 2:00,22.4,,2.7,98
189,서귀포,9/13/2019 3:00,22.6,,2.8,98
189,서귀포,9/13/2019 4:00,22.5,,3.4,97
189,서귀포,9/13/2019 5:00,22.3,,3.3,97
189,서귀포,9/13/2019 6:00,22.3,,3.1,97
189,서귀포,9/13/2019 7:00,22.3,,3.1,98
189,서귀포,9/13/2019 8:00,23.4,,3.4,95
189,서귀포,9/13/2019 9:00,24.6,,4.1,88
189,서귀포,9/13/2019 10:00,25.4,,4.6,86
189,서귀포,9/13/2019 11:00,26.2,,3.4,80
189,서귀포,9/13/2019 12:00,26.6,,3.8,79
189,서귀포,9/13/2019 13:00,25.7,,5.2,82
189,서귀포,9/13/2019 14:00,26.1,,3.3,83
189,서귀포,9/13/2019 15:00,26.7,,3.6,83
189,서귀포,9/13/2019 16:00,26.1,,4.4,82
189,서귀포,9/13/2019 17:00,25.4,,4.1,86
189,서귀포,9/13/2019 18:00,24.5,,4,87
189,서귀포,9/13/2019 19:00,23.6,,2.4,88
189,서귀포,9/13/2019 20:00,23.4,,2.6,80
189,서귀포,9/13/2019 21:00,23.3,,2.6,74
189,서귀포,9/13/2019 22:00,23.3,,2.7,72
189,서귀포,9/13/2019 23:00,23.2,,2.7,72
189,서귀포,9/14/2019 0:00,23,,3,78
189,서귀포,9/14/2019 1:00,22.7,,2,83
189,서귀포,9/14/2019 2:00,22.6,,2,83
189,서귀포,9/14/2019 3:00,22.6,,2.2,81
189,서귀포,9/14/2019 4:00,22.8,,3.2,77
189,서귀포,9/14/2019 5:00,23.2,,2.3,72
189,서귀포,9/14/2019 6:00,23,,2.7,72
189,서귀포,9/14/2019 7:00,22.9,,0.6,76
189,서귀포,9/14/2019 8:00,24.7,,0.3,73
189,서귀포,9/14/2019 9:00,25.6,,1.9,74
189,서귀포,9/14/2019 10:00,26.5,,2.4,73
189,서귀포,9/14/2019 11:00,27.8,,1.7,70
189,서귀포,9/14/2019 12:00,26.7,,3.1,75
189,서귀포,9/14/2019 13:00,26.9,,3.3,78
189,서귀포,9/14/2019 14:00,27.5,,1,74
189,서귀포,9/14/2019 15:00,26.5,,1.5,80
189,서귀포,9/14/2019 16:00,27.6,,1.7,72
189,서귀포,9/14/2019 17:00,26.8,,2.5,82
189,서귀포,9/14/2019 18:00,25.5,,1.9,89
189,서귀포,9/14/2019 19:00,24.8,,0.7,96
189,서귀포,9/14/2019 20:00,24.3,,0.5,97
189,서귀포,9/14/2019 21:00,24.7,,1,97
189,서귀포,9/14/2019 22:00,24.4,,0.3,93
189,서귀포,9/14/2019 23:00,24.3,,0.5,91
189,서귀포,9/15/2019 0:00,24.6,,0.3,88
189,서귀포,9/15/2019 1:00,24,,1.2,90
189,서귀포,9/15/2019 2:00,23.7,,1.2,88
189,서귀포,9/15/2019 3:00,23.4,,1.5,86
189,서귀포,9/15/2019 4:00,23.1,,1.1,86
189,서귀포,9/15/2019 5:00,22.6,,1.3,88
189,서귀포,9/15/2019 6:00,22.5,,1.1,88
189,서귀포,9/15/2019 7:00,23.3,,1.3,85
189,서귀포,9/15/2019 8:00,25.3,,0.5,88
189,서귀포,9/15/2019 9:00,27,,0.7,80
189,서귀포,9/15/2019 10:00,26.6,,1.9,87
189,서귀포,9/15/2019 11:00,26.8,,2.2,95
189,서귀포,9/15/2019 12:00,26.4,,1.6,91
189,서귀포,9/15/2019 13:00,26.3,,2.5,96
189,서귀포,9/15/2019 14:00,27.1,,2.1,92
189,서귀포,9/15/2019 15:00,27.4,,2.8,90
189,서귀포,9/15/2019 16:00,27.2,,2,89
189,서귀포,9/15/2019 17:00,26.4,,1.7,90
189,서귀포,9/15/2019 18:00,26,,0.6,95
189,서귀포,9/15/2019 19:00,25.3,,0.6,97
189,서귀포,9/15/2019 20:00,25.3,,0.8,98
189,서귀포,9/15/2019 21:00,24.7,,0.8,98
189,서귀포,9/15/2019 22:00,24.2,,1.1,96
189,서귀포,9/15/2019 23:00,24.4,,0.9,89
189,서귀포,9/16/2019 0:00,23.4,,1,98
189,서귀포,9/16/2019 1:00,24.3,,2,85
189,서귀포,9/16/2019 2:00,23.7,,2.6,97
189,서귀포,9/16/2019 3:00,23.5,,2.3,97
189,서귀포,9/16/2019 4:00,23.2,,3.4,99
189,서귀포,9/16/2019 5:00,22.8,,2.2,99
189,서귀포,9/16/2019 6:00,22.9,,2.4,99
189,서귀포,9/16/2019 7:00,23.1,,0.9,98
189,서귀포,9/16/2019 8:00,24.3,,1,97
189,서귀포,9/16/2019 9:00,25.2,,1.8,95
189,서귀포,9/16/2019 10:00,26,,1.1,93
189,서귀포,9/16/2019 11:00,26.9,,2,85
189,서귀포,9/16/2019 12:00,27.4,,2.3,82
189,서귀포,9/16/2019 13:00,27.3,,3.2,85
189,서귀포,9/16/2019 14:00,27.3,,2.7,84
189,서귀포,9/16/2019 15:00,27.3,,2.6,86
189,서귀포,9/16/2019 16:00,27.2,,2.4,87
189,서귀포,9/16/2019 17:00,26.7,,2.1,89
189,서귀포,9/16/2019 18:00,25.5,,0.8,92
189,서귀포,9/16/2019 19:00,25.2,,0.9,93
189,서귀포,9/16/2019 20:00,23.5,,2.8,98
189,서귀포,9/16/2019 21:00,23.4,,2.3,97
189,서귀포,9/16/2019 22:00,23.4,,2.4,97
189,서귀포,9/16/2019 23:00,23.4,,2,97
189,서귀포,9/17/2019 0:00,23.3,,2,98
189,서귀포,9/17/2019 1:00,23.7,,2.2,92
189,서귀포,9/17/2019 2:00,23.3,,1.8,90
189,서귀포,9/17/2019 3:00,22.7,,2.4,89
189,서귀포,9/17/2019 4:00,22.4,,2.4,86
189,서귀포,9/17/2019 5:00,22.3,,3.3,84
189,서귀포,9/17/2019 6:00,21.8,,3.6,89
189,서귀포,9/17/2019 7:00,21.9,,3.3,87
189,서귀포,9/17/2019 8:00,23.1,,3.6,76
189,서귀포,9/17/2019 9:00,24.2,,3.7,74
189,서귀포,9/17/2019 10:00,24.3,,3.7,77
189,서귀포,9/17/2019 11:00,25.1,,4.1,74
189,서귀포,9/17/2019 12:00,24.8,,4,76
189,서귀포,9/17/2019 13:00,25.5,,3.8,72
189,서귀포,9/17/2019 14:00,26.4,,3.7,69
189,서귀포,9/17/2019 15:00,26.2,,3.9,66
189,서귀포,9/17/2019 16:00,25.6,,4.6,72
189,서귀포,9/17/2019 17:00,25.2,,3.6,72
189,서귀포,9/17/2019 18:00,24.4,,2.8,71
189,서귀포,9/17/2019 19:00,23.5,,2.4,69
189,서귀포,9/17/2019 20:00,23.7,,4.2,65
189,서귀포,9/17/2019 21:00,23.5,,1,64
189,서귀포,9/17/2019 22:00,22.1,,1.6,71
189,서귀포,9/17/2019 23:00,22.2,,1.4,70
189,서귀포,9/18/2019 0:00,21.9,,0.9,74
189,서귀포,9/18/2019 1:00,21.7,,1.2,78
189,서귀포,9/18/2019 2:00,22,,1.8,75
189,서귀포,9/18/2019 3:00,21.5,,1.8,78
189,서귀포,9/18/2019 4:00,21.4,,1.6,82
189,서귀포,9/18/2019 5:00,21.5,,1.5,80
189,서귀포,9/18/2019 6:00,19.9,,0.8,87
189,서귀포,9/18/2019 7:00,21.1,,1.1,80
189,서귀포,9/18/2019 8:00,22.8,,0,75
189,서귀포,9/18/2019 9:00,24.6,,1.2,77
189,서귀포,9/18/2019 10:00,25.9,,1.7,70
189,서귀포,9/18/2019 11:00,26.6,,1.8,64
189,서귀포,9/18/2019 12:00,27.6,,2.6,63
189,서귀포,9/18/2019 13:00,28.1,,3.2,58
189,서귀포,9/18/2019 14:00,28.1,,2.6,51
189,서귀포,9/18/2019 15:00,28.6,,3.9,47
189,서귀포,9/18/2019 16:00,27.5,,3.3,47
189,서귀포,9/18/2019 17:00,28.6,,2.5,33
189,서귀포,9/18/2019 18:00,27.8,,3.2,35
189,서귀포,9/18/2019 19:00,26,,2.4,45
189,서귀포,9/18/2019 20:00,24.8,,1.5,47
189,서귀포,9/18/2019 21:00,23.6,,1.1,47
189,서귀포,9/18/2019 22:00,22.1,,0.2,54
189,서귀포,9/18/2019 23:00,21.5,,2.2,55
189,서귀포,9/19/2019 0:00,22.1,,2.6,48
189,서귀포,9/19/2019 1:00,22.7,,2.2,45
189,서귀포,9/19/2019 2:00,23,,2.7,64
189,서귀포,9/19/2019 3:00,22,,2.6,75
189,서귀포,9/19/2019 4:00,22.1,,2.9,86
189,서귀포,9/19/2019 5:00,22.1,,3,89
189,서귀포,9/19/2019 6:00,22,,2.6,88
189,서귀포,9/19/2019 7:00,22.1,,3,90
189,서귀포,9/19/2019 8:00,23.3,,4.2,82
189,서귀포,9/19/2019 9:00,24.2,,3.4,80
189,서귀포,9/19/2019 10:00,25,,4.3,77
189,서귀포,9/19/2019 11:00,25.6,,4,66
189,서귀포,9/19/2019 12:00,25.6,,4.8,61
189,서귀포,9/19/2019 13:00,26.1,,3.3,61
189,서귀포,9/19/2019 14:00,26.2,,4.3,58
189,서귀포,9/19/2019 15:00,25.5,,5.3,56
189,서귀포,9/19/2019 16:00,24.9,,6,60
189,서귀포,9/19/2019 17:00,24,,5.8,61
189,서귀포,9/19/2019 18:00,23.1,,4.6,65
189,서귀포,9/19/2019 19:00,22,,2.5,70
189,서귀포,9/19/2019 20:00,21.7,,2.7,74
189,서귀포,9/19/2019 21:00,21.6,,4.1,77
189,서귀포,9/19/2019 22:00,21.4,,3.5,79
189,서귀포,9/19/2019 23:00,21.4,,2.2,79
189,서귀포,9/20/2019 0:00,21.2,,2.1,81
189,서귀포,9/20/2019 1:00,21,,2,84
189,서귀포,9/20/2019 2:00,21.1,,2.8,82
189,서귀포,9/20/2019 3:00,21.1,,2.6,75
189,서귀포,9/20/2019 4:00,20.9,,3,74
189,서귀포,9/20/2019 5:00,20.8,,3.2,78
189,서귀포,9/20/2019 6:00,20.8,,3.1,81
189,서귀포,9/20/2019 7:00,21,,3.3,82
189,서귀포,9/20/2019 8:00,22,,3.8,81
189,서귀포,9/20/2019 9:00,23.1,,3.7,75
189,서귀포,9/20/2019 10:00,23.8,,4.2,71
189,서귀포,9/20/2019 11:00,25.1,,4,69
189,서귀포,9/20/2019 12:00,25.5,,4.7,70
189,서귀포,9/20/2019 13:00,25.9,,5.5,65
189,서귀포,9/20/2019 14:00,25.7,,4.8,71
189,서귀포,9/20/2019 15:00,25.4,,4.5,75
189,서귀포,9/20/2019 16:00,25.2,,4.3,74
189,서귀포,9/20/2019 17:00,24.1,,4.5,77
189,서귀포,9/20/2019 18:00,23.7,,4.7,80
189,서귀포,9/20/2019 19:00,23.3,0,4.2,82
189,서귀포,9/20/2019 20:00,21.3,0.2,3.4,99
189,서귀포,9/20/2019 21:00,21.3,0,3.7,99
189,서귀포,9/20/2019 22:00,21.7,,3,86
189,서귀포,9/20/2019 23:00,20.5,0.3,4,99
189,서귀포,9/21/2019 0:00,20.3,0.2,4.7,99
189,서귀포,9/21/2019 1:00,20.4,,4.8,97
189,서귀포,9/21/2019 2:00,20.5,0,4.5,97
189,서귀포,9/21/2019 3:00,20.6,0,4.8,98
189,서귀포,9/21/2019 4:00,20.5,0,4.7,95
189,서귀포,9/21/2019 5:00,20.5,0,5.4,96
189,서귀포,9/21/2019 6:00,20.9,,5,96
189,서귀포,9/21/2019 7:00,20.9,,6.1,95
189,서귀포,9/21/2019 8:00,20.4,0,6.1,97
189,서귀포,9/21/2019 9:00,19.8,0.1,6.1,98
189,서귀포,9/21/2019 10:00,20.1,0.7,6,99
189,서귀포,9/21/2019 11:00,19.2,3.5,7.2,99
189,서귀포,9/21/2019 12:00,19,6.2,5.9,99
189,서귀포,9/21/2019 13:00,20.2,1,5.2,99
189,서귀포,9/21/2019 14:00,21.1,0.9,5.4,98
189,서귀포,9/21/2019 15:00,20.7,2,5.2,99
189,서귀포,9/21/2019 16:00,21,1.4,5.6,99
189,서귀포,9/21/2019 17:00,20.8,1.3,5.9,99
189,서귀포,9/21/2019 18:00,21,1.7,4.4,99
189,서귀포,9/21/2019 19:00,21.1,2.1,4.6,99
189,서귀포,9/21/2019 20:00,21.4,6,4.6,99
189,서귀포,9/21/2019 21:00,21.8,3.7,4.2,99
189,서귀포,9/21/2019 22:00,22,10,4,99
189,서귀포,9/21/2019 23:00,21.9,7.2,5.7,99
189,서귀포,9/22/2019 0:00,21.5,10,5.4,99
189,서귀포,9/22/2019 1:00,21.8,4.9,6,99
189,서귀포,9/22/2019 2:00,21.5,6,6.6,99
189,서귀포,9/22/2019 3:00,21.3,10.3,5.6,99
189,서귀포,9/22/2019 4:00,20.9,11.2,5.1,99
189,서귀포,9/22/2019 5:00,20.9,6.3,6.7,99
189,서귀포,9/22/2019 6:00,20.8,6,7.6,99
189,서귀포,9/22/2019 7:00,20.8,6.5,6.6,99
189,서귀포,9/22/2019 8:00,20.9,5.1,7.1,99
189,서귀포,9/22/2019 9:00,21.1,4.3,6.1,99
189,서귀포,9/22/2019 10:00,21,3.7,6.4,99
189,서귀포,9/22/2019 11:00,20.7,5,7.9,99
189,서귀포,9/22/2019 12:00,21.2,3.2,8.7,99
189,서귀포,9/22/2019 13:00,21.4,1,9.7,99
189,서귀포,9/22/2019 14:00,21.1,2,10.5,97
189,서귀포,9/22/2019 15:00,21,2.5,10.1,97
189,서귀포,9/22/2019 16:00,21.7,0.8,6.9,93
189,서귀포,9/22/2019 17:00,22.7,0.1,3.9,85
189,서귀포,9/22/2019 18:00,22.6,,5.6,83
189,서귀포,9/22/2019 19:00,23.5,,1.5,76
189,서귀포,9/22/2019 20:00,21.5,,3.2,91
189,서귀포,9/22/2019 21:00,21.4,,1.5,92
189,서귀포,9/22/2019 22:00,21.3,,0.9,94
189,서귀포,9/22/2019 23:00,21.3,,1.7,97
189,서귀포,9/23/2019 0:00,22.1,,1.6,89
189,서귀포,9/23/2019 1:00,21.1,,1,98
189,서귀포,9/23/2019 2:00,19.3,,1.8,99
189,서귀포,9/23/2019 3:00,19.7,,1.4,99
189,서귀포,9/23/2019 4:00,20.2,,0.5,99
189,서귀포,9/23/2019 5:00,20.6,,0.2,99
189,서귀포,9/23/2019 6:00,20.2,,0.5,99
189,서귀포,9/23/2019 7:00,20.6,,0.7,99
189,서귀포,9/23/2019 8:00,20,,0.4,99
189,서귀포,9/23/2019 9:00,21,,0.5,99
189,서귀포,9/23/2019 10:00,21.1,,0.3,99
189,서귀포,9/23/2019 11:00,22,0.1,0.8,99
